Date,Close,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,ATR,STOCH_K,STOCH_D,OBV,ROC,ADX,CCI,WILLR,MOM,Positive,Negative,Neutral,Aggregate_Score
1985-01-02,165.3699951171875,164.37000122070313,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,164.37000122070313,1.722857883998326,94.44203624478622,79.55824532868309,67820000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.5,0.0,0.5,0.5
1985-01-03,164.57000732421875,164.37000122070313,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,164.37000122070313,1.722857883998326,94.44203624478622,79.55824532868309,-21060000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
1985-01-04,163.67999267578125,164.37000122070313,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,164.37000122070313,1.722857883998326,94.44203624478622,79.55824532868309,-98540000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,1.0,0.0,-1.0
1985-01-07,164.24000549316406,164.37000122070313,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,164.37000122070313,1.722857883998326,94.44203624478622,79.55824532868309,-12350000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
1985-01-08,163.99000549316406,164.37000122070313,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,164.37000122070313,1.722857883998326,94.44203624478622,79.55824532868309,-104460000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
1985-01-09,165.17999267578125,164.33200073242188,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,164.33200073242188,1.722857883998326,94.44203624478622,79.55824532868309,-5230000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
1985-01-10,168.30999755859375,165.0799987792969,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,165.0799987792969,1.722857883998326,94.44203624478622,79.55824532868309,119470000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
1985-01-11,167.91000366210938,165.9260009765625,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,165.9260009765625,1.722857883998326,94.44203624478622,79.55824532868309,11870000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
1985-01-14,170.50999450683594,167.17999877929688,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,167.17999877929688,1.722857883998326,94.44203624478622,79.55824532868309,136770000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
1985-01-15,170.80999755859375,168.54399719238282,170.8229995727539,176.71419982910157,167.2074991861979,172.90384615384616,3.933753314708952,4.821390390454472,82.17694554333795,168.54399719238282,1.722857883998326,90.1422936758927,89.31812961454513,292070000.0,3.5193853153919985,75.499381259861,140.17481524111736,-1.819696338646776,5.82000732421875,0.0,0.0,1.0,0.0
